#aktschritt 	 uEuler 	 vEuler 	 uRunge 	 vRunge
# a=0.01	 b=0.99	 u0=1	 v0=1
378.3	0.638586	1.38667	1.00022	0.989846
378.4	0.632275	1.42913	1.00022	0.989819
378.5	0.62718	1.47099	1.00022	0.989794
378.6	0.623324	1.51213	1.00023	0.989772
378.7	0.620743	1.55238	1.00022	0.989751
378.8	0.619485	1.59156	1.00022	0.989733
378.9	0.619615	1.62949	1.00021	0.989718
379	0.621213	1.66593	1.0002	0.989705
379.1	0.624381	1.70064	1.00019	0.989696
379.2	0.629242	1.73334	1.00018	0.989689
379.3	0.635949	1.76371	1.00017	0.989686
379.4	0.644684	1.79138	1.00015	0.989686
379.5	0.655668	1.81592	1.00013	0.989689
379.6	0.669168	1.83686	1.00012	0.989695
379.7	0.685503	1.85361	1.0001	0.989704
379.8	0.705057	1.8655	1.00008	0.989716
379.9	0.728286	1.87177	1.00005	0.989731
380	0.755736	1.87149	1.00003	0.989748
380.1	0.78805	1.8636	1.00001	0.989768
380.2	0.825979	1.84687	0.999988	0.98979
380.3	0.870382	1.81987	0.999966	0.989815
380.4	0.92221	1.781	0.999944	0.989841
380.5	0.982458	1.72853	0.999923	0.989868
380.6	1.05205	1.66069	0.999903	0.989897
380.7	1.13166	1.57588	0.999884	0.989927
380.8	1.22131	1.47307	0.999866	0.989958
380.9	1.3199	1.35235	0.999849	0.989989
381	1.4245	1.21575	0.999834	0.99002
381.1	1.52975	1.06805	0.999821	0.99005
381.2	1.62772	0.91711	0.999809	0.99008
381.3	1.70893	0.773126	0.9998	0.99011
381.4	1.76482	0.646339	0.999792	0.990138
381.5	1.79065	0.544031	0.999786	0.990164
381.6	1.78702	0.468591	0.999783	0.990189
381.7	1.75896	0.417949	0.999782	0.990212
381.8	1.71338	0.387638	0.999783	0.990233
381.9	1.65684	0.37284	0.999786	0.990252
382	1.5945	0.369491	0.999791	0.990268
382.1	1.52999	0.37455	0.999798	0.990281
382.2	1.46567	0.385873	0.999808	0.990291
382.3	1.403	0.40198	0.999819	0.990299
382.4	1.34282	0.421854	0.999832	0.990303
382.5	1.28561	0.444786	0.999846	0.990305
382.6	1.23156	0.470272	0.999863	0.990303
382.7	1.18073	0.497944	0.99988	0.990299
382.8	1.13308	0.527524	0.999899	0.990291
382.9	1.0885	0.558797	0.999918	0.990281
383	1.04686	0.591589	0.999939	0.990267
383.1	1.00801	0.625756	0.99996	0.990251
383.2	0.971786	0.661174	0.999981	0.990233
383.3	0.938047	0.697735	1	0.990212
383.4	0.906638	0.735339	1.00002	0.99019
383.5	0.877418	0.773895	1.00005	0.990165
383.6	0.850256	0.813316	1.00007	0.990139
383.7	0.825028	0.853518	1.00009	0.990111
383.8	0.801621	0.894422	1.0001	0.990083
383.9	0.779935	0.935946	1.00012	0.990053
384	0.759875	0.978013	1.00014	0.990024
384.1	0.741358	1.02054	1.00015	0.989994
384.2	0.724313	1.06345	1.00017	0.989964
384.3	0.708673	1.10666	1.00018	0.989934
384.4	0.694384	1.15008	1.00019	0.989906
384.5	0.681399	1.19363	1.0002	0.989878
384.6	0.66968	1.23721	1.00021	0.989851
384.7	0.659197	1.28072	1.00021	0.989826
384.8	0.64993	1.32407	1.00021	0.989803
384.9	0.641867	1.36714	1.00021	0.989782
385	0.635006	1.40981	1.00021	0.989763
385.1	0.629353	1.45197	1.0002	0.989747
385.2	0.624928	1.49346	1.0002	0.989733
385.3	0.62176	1.53413	1.00019	0.989722
385.4	0.619892	1.57382	1.00018	0.989713
385.5	0.619379	1.61235	1.00017	0.989708
385.6	0.620296	1.64949	1.00015	0.989705
385.7	0.622733	1.68503	1.00014	0.989705
385.8	0.626804	1.71868	1.00012	0.989708
385.9	0.632648	1.75016	1.00011	0.989715
386	0.640432	1.77911	1.00009	0.989724
386.1	0.65036	1.80514	1.00007	0.989735
386.2	0.662675	1.82779	1.00005	0.98975
386.3	0.677673	1.84652	1.00003	0.989767
386.4	0.695705	1.86072	1.00001	0.989786
386.5	0.717195	1.86966	0.999985	0.989807
386.6	0.742644	1.87249	0.999965	0.98983
386.7	0.772652	1.86822	0.999945	0.989855
386.8	0.807918	1.85569	0.999925	0.989881
386.9	0.849252	1.83356	0.999906	0.989908
387	0.897569	1.80032	0.999888	0.989936
387.1	0.953851	1.75428	0.999872	0.989965
387.2	1.01908	1.69367	0.999856	0.989994
387.3	1.09406	1.61678	0.999842	0.990023
387.4	1.17918	1.52226	0.99983	0.990052
387.5	1.27392	1.40959	0.999819	0.99008
387.6	1.37629	1.27983	0.99981	0.990107
387.7	1.48208	1.13641	0.999804	0.990134
387.8	1.5845	0.98579	0.999799	0.990158
387.9	1.67454	0.837295	0.999796	0.990181
388	1.74287	0.70151	0.999795	0.990203
388.1	1.78268	0.587419	0.999796	0.990222
388.2	1.79209	0.499741	0.999799	0.990239
388.3	1.77437	0.438245	0.999805	0.990254
388.4	1.73591	0.399268	0.999812	0.990266
388.5	1.68364	0.377953	0.999821	0.990275
388.6	1.62341	0.369817	0.999832	0.990282
388.7	1.55953	0.371353	0.999844	0.990285
388.8	1.4949	0.380035	0.999858	0.990286
388.9	1.43133	0.394108	0.999874	0.990284
389	1.36994	0.412366	0.99989	0.990279
389.1	1.31134	0.433976	0.999908	0.990272
389.2	1.25583	0.458349	0.999926	0.990262
389.3	1.20354	0.485062	0.999946	0.990249
389.4	1.15444	0.513801	0.999965	0.990233
389.5	1.10848	0.544324	0.999985	0.990216
389.6	1.06551	0.576442	1.00001	0.990196
389.7	1.0254	0.609998	1.00003	0.990174
389.8	0.988001	0.64486	1.00005	0.990151
389.9	0.953149	0.680912	1.00006	0.990126
390	0.920694	0.718052	1.00008	0.9901
390.1	0.890492	0.756184	1.0001	0.990073
390.2	0.862407	0.79522	1.00012	0.990046
390.3	0.83631	0.835076	1.00013	0.990018
390.4	0.812086	0.87567	1.00015	0.989989
390.5	0.789626	0.916921	1.00016	0.989961
390.6	0.768834	0.95875	1.00017	0.989934
390.7	0.749623	1.00108	1.00018	0.989907
390.8	0.731915	1.04382	1.00019	0.989881
390.9	0.715641	1.08691	1.00019	0.989856
391	0.700742	1.13024	1.0002	0.989833
391.1	0.687167	1.17374	1.0002	0.989812
391.2	0.674874	1.21732	1.0002	0.989792
391.3	0.66383	1.26087	1.0002	0.989775
391.4	0.65401	1.30431	1.00019	0.98976
391.5	0.645399	1.34752	1.00019	0.989747
391.6	0.637988	1.39039	1.00018	0.989737
391.7	0.631782	1.4328	1.00017	0.98973
391.8	0.626794	1.47461	1.00016	0.989725
391.9	0.623048	1.51568	1.00014	0.989723
392	0.62058	1.55584	1.00013	0.989723
392.1	0.61944	1.59492	1.00011	0.989727
392.2	0.619695	1.63272	1.0001	0.989733
392.3	0.621425	1.66902	1.00008	0.989742
392.4	0.624735	1.70357	1.00006	0.989754
392.5	0.629751	1.73608	1.00004	0.989767
392.6	0.636626	1.76623	1.00002	0.989784
392.7	0.645548	1.79365	1	0.989802
392.8	0.65674	1.8179	0.999983	0.989822
392.9	0.670473	1.83849	0.999964	0.989844
393	0.687073	1.85485	0.999945	0.989868
393.1	0.706927	1.86628	0.999927	0.989892
393.2	0.730501	1.87202	0.999909	0.989918
393.3	0.758348	1.87112	0.999892	0.989945
393.4	0.791119	1.86251	0.999877	0.989972
393.5	0.829577	1.84494	0.999863	0.989999
393.6	0.874587	1.81698	0.99985	0.990026
393.7	0.92711	1.777	0.999838	0.990053
393.8	0.988137	1.72326	0.999829	0.990079
393.9	1.05858	1.654	0.999821	0.990105
394	1.13907	1.56765	0.999815	0.990129
394.1	1.22957	1.46325	0.99981	0.990152
394.2	1.32883	1.34103	0.999808	0.990174
394.3	1.43374	1.20323	0.999808	0.990194
394.4	1.53871	1.05489	0.999809	0.990211
394.5	1.6356	0.904135	0.999812	0.990227
394.6	1.71491	0.761263	0.999818	0.99024
394.7	1.7683	0.636383	0.999825	0.990251
394.8	1.79146	0.536394	0.999833	0.990259
394.9	1.78546	0.463248	0.999844	0.990265
395	1.75559	0.414572	0.999856	0.990268
395.1	1.7088	0.385797	0.999869	0.990269
395.2	1.65158	0.372144	0.999884	0.990266
395.3	1.58893	0.369634	0.9999	0.990261
395.4	1.52436	0.375313	0.999916	0.990254
395.5	1.46013	0.387103	0.999934	0.990244
395.6	1.39765	0.403573	0.999952	0.990231
395.7	1.33772	0.423739	0.999971	0.990217
395.8	1.28077	0.446911	0.99999	0.9902
395.9	1.22701	0.472601	1.00001	0.990181
396	1.17646	0.500449	1.00003	0.99016
396.1	1.12908	0.530184	1.00005	0.990138
396.2	1.08476	0.561595	1.00006	0.990115
396.3	1.04336	0.594512	1.00008	0.99009
396.4	1.00475	0.628793	1.0001	0.990065
396.5	0.96875	0.664315	1.00011	0.990038
396.6	0.93522	0.700971	1.00013	0.990012
396.7	0.904007	0.738662	1.00014	0.989986
396.8	0.874972	0.777296	1.00015	0.989959
396.9	0.847983	0.816788	1.00016	0.989934
397	0.822918	0.857055	1.00017	0.989909
397.1	0.799665	0.898016	1.00018	0.989884
397.2	0.778124	0.939591	1.00018	0.989861
397.3	0.758201	0.981701	1.00019	0.98984
397.4	0.739816	1.02427	1.00019	0.98982
397.5	0.722895	1.0672	1.00019	0.989802
397.6	0.707376	1.11044	1.00018	0.989786
397.7	0.693202	1.15387	1.00018	0.989772
397.8	0.680329	1.19742	1.00017	0.989761
397.9	0.668718	1.241	1.00017	0.989752
398	0.658342	1.28451	1.00016	0.989745
398.1	0.64918	1.32783	1.00014	0.989741
398.2	0.641222	1.37087	1.00013	0.98974
398.3	0.634465	1.41351	1.00012	0.989741
398.4	0.628919	1.45561	1.0001	0.989744
398.5	0.624602	1.49703	1.00009	0.989751
398.6	0.621545	1.53763	1.00007	0.989759
398.7	0.619792	1.57723	1.00005	0.989771
398.8	0.619401	1.61564	1.00004	0.989784
398.9	0.620446	1.65266	1.00002	0.989799
399	0.623021	1.68804	0.999999	0.989817
399.1	0.627241	1.72151	0.999981	0.989836
399.2	0.633246	1.75278	0.999963	0.989857
399.3	0.641209	1.7815	0.999945	0.989879
399.4	0.651334	1.80725	0.999928	0.989903
399.5	0.66387	1.82958	0.999912	0.989927
399.6	0.679117	1.84795	0.999896	0.989952
399.7	0.697433	1.86172	0.999882	0.989978
399.8	0.719246	1.87016	0.999869	0.990003
399.9	0.745068	1.87242	0.999857	0.990029
400	0.775504	1.86747	0.999847	0.990054
400.1	0.811265	1.85416	0.999838	0.990079
400.2	0.85317	1.83113	0.999831	0.990102
400.3	0.902141	1.79684	0.999825	0.990125
400.4	0.959165	1.74961	0.999821	0.990147
400.5	1.02521	1.68764	0.99982	0.990166
400.6	1.10107	1.60926	0.999819	0.990185
400.7	1.18706	1.51316	0.999821	0.990201
400.8	1.28258	1.39894	0.999824	0.990215
400.9	1.38545	1.26781	0.99983	0.990227
401	1.49126	1.12346	0.999837	0.990237
401.1	1.59297	0.972619	0.999845	0.990245
401.2	1.68148	0.824811	0.999855	0.99025
401.3	1.74754	0.690605	0.999866	0.990252
401.4	1.78469	0.578702	0.999879	0.990252
401.5	1.79154	0.493378	0.999893	0.99025
401.6	1.77175	0.434022	0.999908	0.990245
401.7	1.73181	0.396779	0.999924	0.990237
401.8	1.67863	0.376778	0.999941	0.990227
401.9	1.61794	0.369609	0.999958	0.990215
402	1.5539	0.371855	0.999975	0.990201
402.1	1.4893	0.381067	0.999993	0.990185
402.2	1.42589	0.395546	1.00001	0.990167
402.3	1.36472	0.414125	1.00003	0.990147
402.4	1.30638	0.435996	1.00005	0.990126
402.5	1.25115	0.460588	1.00006	0.990104
402.6	1.19913	0.487489	1.00008	0.990081
402.7	1.15032	0.516392	1.00009	0.990057
402.8	1.10461	0.547062	1.00011	0.990032
402.9	1.0619	0.57931	1.00012	0.990007
403	1.02204	0.612985	1.00013	0.989982
403.1	0.984866	0.647955	1.00014	0.989958
403.2	0.950228	0.684106	1.00015	0.989934
403.3	0.917976	0.721336	1.00016	0.98991
403.4	0.887963	0.75955	1.00017	0.989888
403.5	0.860056	0.798661	1.00017	0.989866
403.6	0.834127	0.838584	1.00017	0.989847
403.7	0.81006	0.879238	1.00018	0.989828
403.8	0.78775	0.920543	1.00017	0.989812
403.9	0.767099	0.962419	1.00017	0.989797
404	0.748022	1.00479	1.00017	0.989784
404.1	0.730441	1.04756	1.00016	0.989774
404.2	0.714289	1.09067	1.00015	0.989766
404.3	0.699507	1.13403	1.00014	0.98976
404.4	0.686046	1.17754	1.00013	0.989756
404.5	0.673863	1.22111	1.00012	0.989755
404.6	0.662926	1.26466	1.00011	0.989757
404.7	0.653212	1.30809	1.0001	0.989761
404.8	0.644705	1.35127	1.00008	0.989767
404.9	0.6374	1.39411	1.00006	0.989776
405	0.631299	1.43647	1.00005	0.989786
405.1	0.626418	1.47822	1.00003	0.989799
405.2	0.622782	1.51921	1.00001	0.989814
405.3	0.620427	1.55929	0.999997	0.989831
405.4	0.619406	1.59827	0.999979	0.989849
405.5	0.619785	1.63595	0.999963	0.989869
405.6	0.621649	1.67211	0.999946	0.98989
405.7	0.625102	1.70649	0.99993	0.989912
405.8	0.630274	1.73881	0.999915	0.989935
405.9	0.637319	1.76873	0.9999	0.989959
406	0.646429	1.79589	0.999887	0.989983
406.1	0.657831	1.81985	0.999875	0.990007
406.2	0.6718	1.84009	0.999864	0.990031
406.3	0.688667	1.85605	0.999855	0.990055
406.4	0.708825	1.86702	0.999847	0.990078
406.5	0.732748	1.87222	0.99984	0.9901
406.6	0.760997	1.87069	0.999835	0.990121
406.7	0.794232	1.86136	0.999832	0.990141
406.8	0.833224	1.84294	0.99983	0.990159
406.9	0.87885	1.814	0.999831	0.990176
407	0.932074	1.77289	0.999832	0.990191
407.1	0.993888	1.71786	0.999836	0.990204
407.2	1.06519	1.64717	0.999841	0.990215
407.3	1.14657	1.55928	0.999848	0.990224
407.4	1.2379	1.45329	0.999856	0.990231
407.5	1.33781	1.32959	0.999866	0.990235
407.6	1.44299	1.19063	0.999877	0.990237
407.7	1.5476	1.04172	0.999889	0.990237
407.8	1.64334	0.891219	0.999902	0.990234
407.9	1.72069	0.749539	0.999916	0.990229
408	1.77154	0.626618	0.999931	0.990221
408.1	1.79204	0.528964	0.999947	0.990212
408.2	1.78371	0.458092	0.999963	0.9902
408.3	1.75208	0.411345	0.99998	0.990186
408.4	1.70415	0.384071	0.999996	0.990171
408.5	1.64627	0.371532	1.00001	0.990154
408.6	1.58334	0.369839	1.00003	0.990135
408.7	1.51872	0.376121	1.00005	0.990115
408.8	1.4546	0.388368	1.00006	0.990094
408.9	1.39232	0.405195	1.00008	0.990072
409	1.33263	0.425646	1.00009	0.990049
409.1	1.27596	0.449055	1.0001	0.990026
409.2	1.22247	0.474945	1.00012	0.990003
409.3	1.17221	0.502967	1.00013	0.98998
409.4	1.1251	0.532856	1.00014	0.989957
409.5	1.08104	0.564405	1.00015	0.989934
409.6	1.03989	0.597447	1.00015	0.989912
409.7	1.00151	0.63184	1.00016	0.989891
409.8	0.965733	0.667465	1.00016	0.989871
409.9	0.932411	0.704215	1.00016	0.989853
410	0.901393	0.741991	1.00016	0.989836
410.1	0.872541	0.780703	1.00016	0.989821
410.2	0.845724	0.820266	1.00016	0.989807
410.3	0.820822	0.860597	1.00016	0.989796
410.4	0.797722	0.901614	1.00015	0.989786
410.5	0.776325	0.943239	1.00014	0.989779
410.6	0.75654	0.985392	1.00013	0.989774
410.7	0.738285	1.02799	1.00012	0.989771
410.8	0.721488	1.07096	1.00011	0.98977
410.9	0.706088	1.11421	1.0001	0.989772
411	0.692029	1.15766	1.00009	0.989776
411.1	0.679267	1.20122	1.00007	0.989782
411.2	0.667765	1.2448	1.00006	0.989791
411.3	0.657496	1.28829	1.00004	0.989801
411.4	0.648439	1.3316	1.00003	0.989814
411.5	0.640585	1.37461	1.00001	0.989828
411.6	0.633934	1.4172	0.999994	0.989844
411.7	0.628493	1.45925	0.999978	0.989861
411.8	0.624285	1.50061	0.999962	0.98988
411.9	0.62134	1.54112	0.999947	0.9899
412	0.619703	1.58063	0.999932	0.989921
412.1	0.619434	1.61892	0.999918	0.989943
412.2	0.620608	1.65581	0.999904	0.989965
412.3	0.623321	1.69103	0.999892	0.989988
412.4	0.627691	1.72433	0.999881	0.99001
412.5	0.63386	1.75539	0.999871	0.990033
412.6	0.642001	1.78387	0.999862	0.990055
412.7	0.652326	1.80934	0.999855	0.990076
412.8	0.665086	1.83135	0.999849	0.990097
412.9	0.680585	1.84934	0.999845	0.990117
413	0.699188	1.86268	0.999842	0.990135
413.1	0.721328	1.87062	0.999841	0.990152
413.2	0.747527	1.87229	0.999841	0.990168
413.3	0.778397	1.86667	0.999843	0.990182
413.4	0.814658	1.85256	0.999847	0.990194
413.5	0.857141	1.82862	0.999852	0.990204
413.6	0.906774	1.79327	0.999858	0.990212
413.7	0.964546	1.74482	0.999866	0.990217
413.8	1.03142	1.68149	0.999875	0.990221
413.9	1.10816	1.60161	0.999886	0.990223
414	1.19502	1.50393	0.999897	0.990222
414.1	1.2913	1.38815	0.99991	0.990219
414.2	1.39463	1.25569	0.999924	0.990214
414.3	1.5004	1.11046	0.999938	0.990206
414.4	1.60135	0.959469	0.999953	0.990197
414.5	1.68825	0.812431	0.999968	0.990186
414.6	1.75198	0.679873	0.999983	0.990173
414.7	1.78647	0.570189	0.999999	0.990158
414.8	1.7908	0.487215	1.00001	0.990142
414.9	1.76896	0.429967	1.00003	0.990124
415	1.72762	0.39442	1.00005	0.990105
415.1	1.67357	0.3757	1.00006	0.990085
415.2	1.61244	0.369472	1.00007	0.990064
415.3	1.54826	0.37241	1.00009	0.990043
415.4	1.48371	0.382139	1.0001	0.990021
415.5	1.42046	0.397015	1.00011	0.989999
415.6	1.35952	0.415909	1.00012	0.989977
415.7	1.30144	0.438037	1.00013	0.989956
415.8	1.24649	0.462845	1.00014	0.989935
415.9	1.19475	0.489931	1.00014	0.989914
416	1.14621	0.518996	1.00015	0.989895
416.1	1.10078	0.549811	1.00015	0.989876
416.2	1.05832	0.582189	1.00015	0.989859
416.3	1.0187	0.615982	1.00015	0.989843
416.4	0.98175	0.651059	1.00015	0.989829
416.5	0.947326	0.687308	1.00015	0.989817
416.6	0.915274	0.724627	1.00015	0.989806
416.7	0.88545	0.762923	1.00014	0.989798
416.8	0.85772	0.802108	1.00013	0.989791
416.9	0.831958	0.842098	1.00012	0.989787
417	0.808048	0.882812	1.00011	0.989785
417.1	0.785886	0.924169	1.0001	0.989784
417.2	0.765376	0.966091	1.00009	0.989786
417.3	0.746432	1.0085	1.00008	0.989791
417.4	0.728978	1.05131	1.00007	0.989797
417.5	0.712948	1.09444	1.00005	0.989805
417.6	0.698283	1.13781	1.00004	0.989815
417.7	0.684934	1.18133	1.00002	0.989827
417.8	0.672861	1.22491	1.00001	0.989841
417.9	0.662032	1.26845	0.999992	0.989856
418	0.652423	1.31186	0.999977	0.989873
418.1	0.644021	1.35502	0.999962	0.989891
418.2	0.63682	1.39782	0.999948	0.98991
418.3	0.630825	1.44013	0.999934	0.989929
418.4	0.626051	1.48182	0.999921	0.98995
418.5	0.622525	1.52274	0.999908	0.989971
418.6	0.620284	1.56273	0.999897	0.989992
418.7	0.619382	1.60161	0.999886	0.990013
418.8	0.619887	1.63916	0.999877	0.990034
418.9	0.621885	1.67518	0.999869	0.990055
419	0.625482	1.70939	0.999863	0.990075
419.1	0.63081	1.74151	0.999857	0.990094
419.2	0.638028	1.77122	0.999854	0.990113
419.3	0.647328	1.79811	0.999851	0.99013
419.4	0.658942	1.82177	0.99985	0.990145
419.5	0.673149	1.84166	0.999851	0.99016
419.6	0.690286	1.85721	0.999853	0.990173
419.7	0.710752	1.86772	0.999857	0.990184
419.8	0.735028	1.87237	0.999862	0.990193
419.9	0.763683	1.87021	0.999868	0.9902
420	0.797388	1.86014	0.999876	0.990205
420.1	0.836921	1.84086	0.999884	0.990208
420.2	0.88317	1.81092	0.999895	0.990209
420.3	0.937103	1.76867	0.999906	0.990208
420.4	0.999711	1.71235	0.999918	0.990205
420.5	1.07188	1.64022	0.99993	0.9902
420.6	1.15414	1.55077	0.999944	0.990193
420.7	1.24629	1.4432	0.999958	0.990183
420.8	1.34683	1.31804	0.999972	0.990173
420.9	1.45223	1.17795	0.999987	0.99016
421	1.55643	1.02853	1	0.990146
421.1	1.65095	0.87837	1.00002	0.99013
421.2	1.72626	0.73796	1.00003	0.990113
421.3	1.77455	0.617049	1.00004	0.990095
421.4	1.7924	0.52174	1.00006	0.990077
421.5	1.78178	0.45312	1.00007	0.990057
421.6	1.74846	0.408267	1.00008	0.990037
421.7	1.69942	0.382456	1.0001	0.990016
421.8	1.64093	0.371001	1.00011	0.989996
421.9	1.57774	0.370103	1.00012	0.989975
422	1.51309	0.376975	1.00012	0.989955
422.1	1.44909	0.389668	1.00013	0.989935
422.2	1.38701	0.406843	1.00014	0.989916
422.3	1.32757	0.427576	1.00014	0.989898
422.4	1.27117	0.451217	1.00014	0.989881
422.5	1.21797	0.477306	1.00014	0.989865
422.6	1.16798	0.5055	1.00014	0.989851
422.7	1.12114	0.535541	1.00014	0.989838
422.8	1.07734	0.567227	1.00014	0.989826
422.9	1.03644	0.600391	1.00014	0.989817
423	0.998291	0.634896	1.00013	0.989809
423.1	0.962735	0.670623	1.00012	0.989803
423.2	0.929619	0.707466	1.00012	0.989799
423.3	0.898796	0.745328	1.00011	0.989798
423.4	0.870126	0.784117	1.0001	0.989798
423.5	0.843481	0.82375	1.00008	0.9898
423.6	0.818739	0.864144	1.00007	0.989804
423.7	0.795792	0.905217	1.00006	0.98981
423.8	0.774538	0.946891	1.00005	0.989818
423.9	0.754889	0.989087	1.00003	0.989828
424	0.736764	1.03172	1.00002	0.98984
424.1	0.720092	1.07472	1	0.989853
424.2	0.704811	1.11799	0.99999	0.989867
424.3	0.690867	1.16145	0.999976	0.989883
424.4	0.678216	1.20502	0.999962	0.9899
424.5	0.666822	1.24859	0.999949	0.989918
424.6	0.656659	1.29207	0.999936	0.989937
424.7	0.647707	1.33536	0.999923	0.989956
424.8	0.639958	1.37834	0.999912	0.989976
424.9	0.633411	1.42089	0.999901	0.989996
425	0.628077	1.46288	0.999892	0.990016
425.1	0.623978	1.50417	0.999883	0.990035
425.2	0.621144	1.54461	0.999876	0.990055
425.3	0.619624	1.58401	0.99987	0.990073
425.4	0.619477	1.6222	0.999865	0.990091
425.5	0.620782	1.65894	0.999862	0.990108
425.6	0.623634	1.69401	0.99986	0.990124
425.7	0.628154	1.72713	0.999859	0.990139
425.8	0.634488	1.75798	0.99986	0.990152
425.9	0.642811	1.78621	0.999862	0.990164
426	0.653337	1.8114	0.999866	0.990174
426.1	0.666323	1.83308	0.999871	0.990182
426.2	0.682077	1.8507	0.999877	0.990189
426.3	0.700969	1.8636	0.999884	0.990193
426.4	0.723441	1.87103	0.999893	0.990196
426.5	0.75002	1.8721	0.999903	0.990196
426.6	0.78133	1.86579	0.999913	0.990195
426.7	0.818099	1.85089	0.999925	0.990192
426.8	0.861167	1.82601	0.999937	0.990187
426.9	0.911469	1.78959	0.999949	0.99018
427	0.969997	1.73992	0.999963	0.990171
427.1	1.03771	1.67521	0.999976	0.99016
427.2	1.11533	1.59382	0.99999	0.990148
427.3	1.20306	1.49456	1	0.990135
427.4	1.30007	1.37724	1.00002	0.99012
427.5	1.40384	1.24346	1.00003	0.990104
427.6	1.50951	1.09741	1.00004	0.990087
427.7	1.60962	0.946349	1.00006	0.990069
427.8	1.69484	0.800163	1.00007	0.99005
427.9	1.7562	0.669317	1.00008	0.990031
428	1.78802	0.561883	1.00009	0.990012
428.1	1.78985	0.481249	1.0001	0.989993
428.2	1.76604	0.426078	1.00011	0.989974
428.3	1.72332	0.392189	1.00012	0.989955
428.4	1.66846	0.374715	1.00012	0.989936
428.5	1.60693	0.369403	1.00013	0.989919
428.6	1.54262	0.373015	1.00013	0.989902
428.7	1.47813	0.383249	1.00014	0.989886
428.8	1.41505	0.398515	1.00014	0.989871
428.9	1.35434	0.417718	1.00014	0.989858
429	1.29653	0.440098	1.00013	0.989846
429.1	1.24185	0.465119	1.00013	0.989835
429.2	1.1904	0.492388	1.00013	0.989827
429.3	1.14213	0.521614	1.00012	0.98982
429.4	1.09696	0.552571	1.00012	0.989815
429.5	1.05476	0.585079	1.00011	0.989811
429.6	1.01537	0.618988	1.0001	0.98981
429.7	0.978653	0.654172	1.00009	0.98981
429.8	0.944441	0.690518	1.00008	0.989813
429.9	0.912589	0.727925	1.00007	0.989817
430	0.882953	0.766302	1.00005	0.989823
430.1	0.855399	0.805561	1.00004	0.989831
430.2	0.829803	0.845617	1.00003	0.98984
430.3	0.80605	0.88639	1.00002	0.989851
430.4	0.784035	0.9278	1	0.989864
430.5	0.763664	0.969767	0.999989	0.989878
430.6	0.744853	1.01221	0.999975	0.989893
430.7	0.727526	1.05505	0.999962	0.989909
430.8	0.711617	1.09821	0.99995	0.989926
430.9	0.697068	1.1416	0.999938	0.989944
431	0.683832	1.18513	0.999926	0.989962
431.1	0.671869	1.22871	0.999916	0.98998
431.2	0.661147	1.27224	0.999906	0.989999
431.3	0.651643	1.31563	0.999897	0.990018
431.4	0.643346	1.35876	0.999889	0.990036
431.5	0.63625	1.40153	0.999883	0.990054
431.6	0.63036	1.44379	0.999877	0.990072
431.7	0.625694	1.48542	0.999873	0.990089
431.8	0.622278	1.52627	0.99987	0.990104
431.9	0.620152	1.56617	0.999868	0.990119
432	0.619369	1.60493	0.999868	0.990133
432.1	0.620001	1.64236	0.999869	0.990145
432.2	0.622133	1.67823	0.999871	0.990156
432.3	0.625876	1.71228	0.999875	0.990165
432.4	0.631361	1.7442	0.99988	0.990172
432.5	0.638752	1.77368	0.999886	0.990178
432.6	0.648244	1.80031	0.999893	0.990182
432.7	0.660072	1.82366	0.999901	0.990184
432.8	0.67452	1.8432	0.99991	0.990184
432.9	0.69193	1.85834	0.99992	0.990183
433	0.712708	1.86837	0.999931	0.990179
433.1	0.737342	1.87246	0.999942	0.990174
433.2	0.766408	1.86966	0.999954	0.990167
433.3	0.800588	1.85884	0.999967	0.990159
433.4	0.84067	1.8387	0.99998	0.990149
433.5	0.887549	1.80776	0.999993	0.990137
433.6	0.942199	1.76435	1.00001	0.990124
433.7	1.00561	1.70672	1.00002	0.99011
433.8	1.07864	1.63313	1.00003	0.990095
433.9	1.16178	1.54212	1.00004	0.990079
434	1.25475	1.43298	1.00006	0.990062
434.1	1.35588	1.30637	1.00007	0.990044
434.2	1.46146	1.1652	1.00008	0.990027
434.3	1.56519	1.01533	1.00009	0.990008
434.4	1.6584	0.865596	1.0001	0.98999
434.5	1.73163	0.726531	1.0001	0.989972
434.6	1.77732	0.607678	1.00011	0.989955
434.7	1.79254	0.514721	1.00012	0.989937
434.8	1.77968	0.44833	1.00012	0.989921
434.9	1.74471	0.405332	1.00012	0.989905
435	1.69462	0.380949	1.00013	0.98989
435.1	1.63556	0.37055	1.00013	0.989877
435.2	1.57213	0.370426	1.00013	0.989864
435.3	1.50747	0.377872	1.00013	0.989853
435.4	1.44359	0.391002	1.00012	0.989844
435.5	1.38172	0.408519	1.00012	0.989836
435.6	1.32254	0.429527	1.00011	0.98983
435.7	1.26641	0.453399	1.00011	0.989825
435.8	1.21349	0.479683	1.0001	0.989822
435.9	1.16377	0.508047	1.00009	0.989821
436	1.1172	0.538239	1.00008	0.989822
436.1	1.07366	0.570059	1.00007	0.989825
436.2	1.03301	0.603345	1.00006	0.989829
436.3	0.995093	0.637962	1.00005	0.989835
436.4	0.959755	0.67379	1.00004	0.989843
436.5	0.926845	0.710725	1.00002	0.989852
436.6	0.896214	0.748671	1.00001	0.989862
436.7	0.867726	0.787538	1	0.989874
436.8	0.841251	0.82724	0.999987	0.989888
